tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0002891,short,A Game of Cards,A Game of Cards,0,1913,\N,11,Drama,Short
tt0002892,short,A Game of Poker,A Game of Poker,0,1913,\N,6,Comedy,Short
tt0002893,short,A Game of Pool,A Game of Pool,0,1913,\N,5,Comedy,Short
tt0002894,short,The Gangsters,The Gangsters,0,1913,\N,35,Comedy,Short
tt0002895,short,The Gauntlets of Washington,The Gauntlets of Washington,0,1913,\N,11,Drama,Short
tt0002896,short,Gaynor and the Night Clubs,Gaynor and the Night Clubs,0,1913,\N,\N,Animation,Short
tt0002897,short,The Mysterious Club,Der geheimnisvolle Klub,0,1913,\N,40,Mystery,Short
tt0002898,movie,Germinal; or, The Toll of Labor,Germinal,0,1913,\N,150,Drama
tt0002899,short,The Girl Reporter,The Girl Reporter,0,1913,\N,\N,Comedy,Short
tt0002900,short,The Girl and the Outlaw,The Girl and the Outlaw,0,1913,\N,\N,Short,Western
tt0002901,movie,The Girl of the Sunny South,The Girl of the Sunny South,0,1913,\N,\N,Drama
tt0002902,short,A Girl's Stratagem,A Girl's Stratagem,0,1913,\N,10,Drama,Short
tt0002903,short,Girls Will Be Boys,Girls Will Be Boys,0,1913,\N,\N,Comedy,Short
tt0002904,short,The Glove,The Glove,0,1913,\N,11,Drama,Short
tt0002905,short,The Golden Wedding,The Golden Wedding,0,1913,\N,11,Drama,Short
tt0002906,short,The Good Indian,The Good Indian,0,1913,\N,10,Short,Western
tt0002907,short,The Governor's Daughter,The Governor's Daughter,0,1913,\N,11,Drama,Short
tt0002908,short,Graft,Graft,0,1913,\N,\N,Animation,Short
tt0002909,short,The Grand Military Parade,The Grand Military Parade,0,1913,\N,\N,Short
tt0002910,short,Granddad,Granddad,0,1913,\N,29,Drama,Short
tt0002911,short,The Gratitude of Wanda,The Gratitude of Wanda,0,1913,\N,17,Drama,Short
tt0002912,short,The Great Gold Robbery,The Great Gold Robbery,0,1913,\N,24,Crime,Short
tt0002913,short,The Great Physician,The Great Physician,0,1913,\N,\N,Drama,Short
tt0002914,short,The Greater Influence,The Greater Influence,0,1913,\N,\N,Drama,Short
tt0002915,short,The Green Eye of the Yellow God,The Green Eye of the Yellow God,0,1913,\N,11,Drama,Short
tt0002916,movie,Die große Sünderin,Die große Sünderin,0,1914,\N,\N,\N
tt0002917,movie,Brother Against Brother,Gränsfolken,0,1913,\N,51,Drama
tt0002918,short,The Gunmaker of Moscow,The Gunmaker of Moscow,0,1913,\N,23,Drama,Short
tt0002919,short,The Gusher,The Gusher,0,1913,\N,14,Comedy,Short
tt0002920,short,The Gypsy Queen,The Gypsy Queen,0,1913,\N,11,Comedy,Short
tt0002921,short,The Hall-Room Girls,The Hall-Room Girls,0,1913,\N,\N,Comedy,Short
tt0002922,movie,Hamlet,Hamlet,0,1913,\N,64,Drama
tt0002923,short,The Hand of Providence,The Hand of Providence,0,1913,\N,11,Drama,Short
tt0002924,short,The Hansom Driver,The Hansom Driver,0,1913,\N,\N,Comedy,Short
tt0002925,short,Hard Cash,Hard Cash,0,1913,\N,22,Action,Drama,Short
tt0002926,short,The Harper Mystery,The Harper Mystery,0,1913,\N,\N,Drama,Short
tt0002927,short,The Harvest of Flame,The Harvest of Flame,0,1913,\N,20,Drama,Short
tt0002928,movie,Hasard,Hasard,0,1913,\N,\N,\N
tt0002929,short,The Hat,The Hat,0,1913,\N,\N,Animation,Short
tt0002930,short,The Hateful God,The Hateful God,0,1914,\N,20,Drama,Short
tt0002931,short,He Would Fix Things,He Would Fix Things,0,1913,\N,8,Comedy,Short
tt0002932,short,He Would a Hunting Go,He Would a Hunting Go,0,1913,\N,10,Comedy,Short
tt0002933,short,The Heart of a Jewess,The Heart of a Jewess,0,1913,\N,21,Drama,Short
tt0002934,short,The Heart of a Cracksman,The Heart of a Cracksman,0,1913,\N,10,Crime,Drama,Short
tt0002935,short,The Heart of an Artist,The Heart of an Artist,0,1913,\N,11,Drama,Romance,Short
tt0002936,short,Hearts Entangled,Hearts Entangled,0,1913,\N,12,Drama,Romance,Short
tt0002937,short,Hearts and Horses,Hearts and Horses,0,1913,\N,10,Romance,Short,Western
tt0002938,short,Heinze's Resurrection,Heinze's Resurrection,0,1913,\N,11,Comedy,Short
tt0002939,short,Helen's Stratagem,Helen's Stratagem,0,1913,\N,11,Drama,Short
tt0002940,short,Help! Help! Hydrophobia!,Help! Help! Hydrophobia!,0,1913,\N,4,Comedy,Short
tt0002941,short,Her Husband's Friend,Her Husband's Friend,0,1913,\N,11,Comedy,Drama,Short
tt0002942,short,Her Innocent Marriage,Her Innocent Marriage,0,1913,\N,10,Drama,Romance,Short
tt0002943,short,Her Lady Friend,Her Lady Friend,0,1913,\N,5,Comedy,Short
tt0002944,short,Her Mother's Oath,Her Mother's Oath,0,1913,\N,17,Drama,Short
tt0002945,short,Her New Beau,Her New Beau,0,1913,\N,6,Comedy,Short
tt0002946,short,Her Only Son,Her Only Son,0,1913,\N,11,Drama,Short
tt0002947,short,Her Right to Happiness,Her Right to Happiness,0,1913,\N,11,Drama,Short
tt0002948,short,Her Rosary,Her Rosary,0,1913,\N,\N,Drama,Short
tt0002949,short,Her Secretaries,Her Secretaries,0,1913,\N,\N,Comedy,Romance,Short
tt0002950,short,The Hero of Little Italy,The Hero of Little Italy,0,1913,\N,17,Drama,Short
tt0002951,short,Heroic Harold,Heroic Harold,0,1913,\N,6,Comedy,Short
tt0002952,short,A Heroic Rescue,A Heroic Rescue,0,1913,\N,6,Comedy,Short
tt0002953,movie,Herrerín y Ballesteros, en Alagón,Herrerín y Ballesteros, en Alagón,0,1913,\N,\N,\N
tt0002954,short,Hiawatha,Hiawatha,0,1913,\N,40,Drama,Short
tt0002955,short,A Hidden Love,A Hidden Love,0,1913,\N,\N,Drama,Romance,Short
tt0002956,short,Hide and Seek,Hide and Seek,0,1913,\N,6,Comedy,Short
tt0002958,movie,El hijo del mar,El hijo del mar,0,1913,\N,\N,\N
tt0002959,short,The Hindoo Charm,The Hindoo Charm,0,1913,\N,11,Drama,Short
tt0002960,short,His Aunt Emma,His Aunt Emma,0,1913,\N,\N,Comedy,Short
tt0002961,short,His Awful Daughter,His Awful Daughter,0,1913,\N,4,Comedy,Short
tt0002962,short,His Blind Power,His Blind Power,0,1913,\N,\N,Drama,Short
tt0002963,short,His Crooked Career,His Crooked Career,0,1913,\N,8,Comedy,Short
tt0002964,short,His Father's Deputy,His Father's Deputy,0,1913,\N,10,Short,Western
tt0002965,short,His Imaginary Family,His Imaginary Family,0,1913,\N,11,Comedy,Drama,Short
tt0002966,short,His Last Fight,His Last Fight,0,1913,\N,11,Drama,Short
tt0002967,short,His Last Gamble,His Last Gamble,0,1913,\N,11,Drama,Short
tt0002968,short,His Mother's Son,His Mother's Son,0,1913,\N,17,Drama,Short
tt0002969,short,His Second Wife,His Second Wife,0,1913,\N,9,Comedy,Drama,Romance
tt0002970,short,His Silver Bachelorhood,His Silver Bachelorhood,0,1913,\N,11,Drama,Short
tt0002971,short,His Tired Uncle,His Tired Uncle,0,1913,\N,7,Comedy,Short
tt0002972,short,His Ups and Downs,His Ups and Downs,0,1913,\N,6,Comedy,Short
tt0002973,movie,Dr. Mawson in the Antarctic,Dr. Mawson in the Antarctic,0,1913,\N,68,Documentary
tt0002974,short,Homlock Shermes,Homlock Shermes,0,1913,\N,6,Comedy,Short
tt0002975,movie,L'homme qui assassina,L'homme qui assassina,0,1913,\N,\N,\N
tt0002976,short,The Honorable Algernon,The Honorable Algernon,0,1913,\N,11,Drama,Short
tt0002977,movie,Za chest' russkogo znameni,Za chest' russkogo znameni,0,1913,\N,\N,Drama
tt0002978,movie,Hoodman Blind,Hoodman Blind,0,1913,\N,50,Drama
tt0002979,short,The Hopeless Dawn,The Hopeless Dawn,0,1913,\N,11,Romance,Short
tt0002980,short,A Hopi Legend,A Hopi Legend,0,1913,\N,10,Romance,Short,Western
tt0002981,short,An Hour Before Dawn,An Hour Before Dawn,0,1913,\N,34,Drama,Short
tt0002982,short,An Hour of Terror,An Hour of Terror,0,1913,\N,11,Short,Thriller
tt0002983,short,A House Divided,A House Divided,0,1913,\N,13,Comedy,Family,Short
tt0002984,short,The House in the Tree,The House in the Tree,0,1913,\N,11,Short
tt0002985,short,The House of Darkness,The House of Darkness,0,1913,\N,17,Drama,Short
tt0002986,short,The House of Discord,The House of Discord,0,1913,\N,20,Drama,Short
tt0002987,movie,How Fine, How Fresh the Roses Were,Kak khoroshi, kak svezhi byli rozy,0,1913,\N,\N,Romance
tt0002988,short,How Hiram Won Out,How Hiram Won Out,0,1913,\N,5,Comedy,Short
tt0002989,short,How It Happened,How It Happened,0,1913,\N,11,Drama,Short
tt0002990,short,How Men Propose,How Men Propose,0,1913,\N,6,Comedy,Short
tt0002991,short,The Hoyden's Awakening,The Hoyden's Awakening,0,1913,\N,11,Drama,Short
tt0002992,short,Hubby's Job,Hubby's Job,0,1913,\N,6,Comedy,Short
tt0002993,short,Hubby's New Coat,Hubby's New Coat,0,1913,\N,\N,Comedy,Short
tt0002994,short,The Hunchback,The Hunchback,0,1913,\N,13,Drama,Short
tt0002995,short,The Hypnotist,The Hypnotist,0,1913,\N,\N,Animation,Short
tt0002996,movie,My Husband's Getting Married,Házasodik az uram,0,1913,\N,\N,Comedy
tt0002997,short,I'm No Counterfeiter,I'm No Counterfeiter,0,1913,\N,\N,Drama,Short
tt0002998,short,The Iconoclast,The Iconoclast,0,1913,\N,29,Drama,Short
tt0002999,short,The Ideal Wife,Die ideale Gattin,0,1913,\N,24,Comedy,Short
tt0003000,short,The Idler,The Idler,0,1914,\N,11,Drama,Short
tt0003001,short,If We Only Knew,If We Only Knew,0,1913,\N,\N,Drama,Short
tt0003002,movie,The Firefly,Ildfluen,0,1913,\N,47,Drama
tt0003003,short,In Convict Garb,In Convict Garb,0,1913,\N,\N,Drama,Short
tt0003004,short,In Love and War,In Love and War,0,1913,\N,20,Drama,Short,War
tt0003005,short,In a Roman Garden,In a Roman Garden,0,1913,\N,\N,Drama,Romance,Short
tt0003006,movie,In the Bishop's Carriage,In the Bishop's Carriage,0,1913,\N,50,Crime,Drama
tt0003007,short,In the Long Ago,In the Long Ago,0,1913,\N,\N,Comedy,Short
tt0003008,movie,In the Stretch,In the Stretch,0,1913,\N,\N,Drama
tt0003009,short,Inauguración del autodromo de Sitges, y carreras,Inauguración del autodromo de Sitges, y carreras,0,1913,\N,15,Short
tt0003010,movie,Incendio en el barrio de Montemolín, Zaragoza,Incendio en el barrio de Montemolín, Zaragoza,0,1913,\N,\N,\N
tt0003011,short,An Indian's Loyalty,An Indian's Loyalty,0,1913,\N,17,Short,Western
tt0003012,short,The Infamous Don Miguel,The Infamous Don Miguel,0,1913,\N,\N,Drama,Short
tt0003013,short,Influence of the Unknown,Influence of the Unknown,0,1913,\N,\N,Drama,Short
tt0003014,movie,Ingeborg Holm,Ingeborg Holm,0,1913,\N,96,Drama
tt0003015,movie,Die Insel der Seligen,Die Insel der Seligen,0,1913,\N,49,Comedy,Fantasy
tt0003016,short,The Inside of the White Slave Traffic,The Inside of the White Slave Traffic,0,1913,\N,28,Drama,Short
tt0003017,short,An Infernal Tangle,An Infernal Tangle,0,1913,\N,11,Drama,Short
tt0003018,short,Into the North,Into the North,0,1913,\N,22,Adventure,Drama,Short
tt0003019,short,The Inventor's Sketch,The Inventor's Sketch,0,1913,\N,\N,Drama,Short
tt0003020,short,The Island of Perversity,The Island of Perversity,0,1913,\N,\N,Comedy,Short
tt0003021,short,It Is Never Too Late to Mend,It Is Never Too Late to Mend,0,1913,\N,22,Drama,Short
tt0003022,movie,Ivanhoe,Ivanhoe,0,1913,\N,53,Adventure,Drama,Romance
tt0003024,movie,Jack London's Adventures in the South Sea Islands,Jack London's Adventures in the South Sea Islands,0,1913,\N,\N,Documentary
tt0003025,short,Jan Vedder's Daughter,Jan Vedder's Daughter,0,1913,\N,\N,Comedy,Drama,Short
tt0003026,short,Janet of the Dunes,Janet of the Dunes,0,1913,\N,\N,Drama,Short
tt0003027,short,The Jealous Waiter,The Jealous Waiter,0,1913,\N,\N,Comedy,Short
tt0003028,short,The Jew's Christmas,The Jew's Christmas,0,1913,\N,\N,Drama,Short
tt0003029,short,The Jewel Thieves Outwitted,The Jewel Thieves Outwitted,0,1913,\N,12,Crime,Drama,Short
tt0003030,short,John Tobin's Sweetheart,John Tobin's Sweetheart,0,1913,\N,\N,Comedy,Short
tt0003031,short,Johnny Reb's Wooden Leg,Johnny Reb's Wooden Leg,0,1913,\N,\N,Animation,Short
tt0003032,short,Joyce of the North Woods,Joyce of the North Woods,0,1913,\N,\N,Drama,Short
tt0003033,short,Juggling with Fate,Juggling with Fate,0,1913,\N,\N,Short,Western
tt0003034,short,Just Brown's Luck,Just Brown's Luck,0,1913,\N,\N,Comedy,Short
tt0003035,short,Just Gold,Just Gold,0,1913,\N,17,Drama,Short
tt0003036,short,Just Show People,Just Show People,0,1913,\N,\N,Drama,Short
tt0003037,movie,Fantomas: The Man in Black,Juve contre Fantômas,0,1913,\N,61,Crime,Drama
tt0003038,short,Kathleen Mavourneen,Kathleen Mavourneen,0,1913,\N,\N,Drama,Short
tt0003039,movie,The Keys to Happiness,Klyuchi schastya,0,1913,\N,\N,Drama
tt0003040,short,The Kiss,The Kiss,0,1913,\N,\N,Drama,Romance,Short
tt0003041,short,The Kitchen Mechanic,The Kitchen Mechanic,0,1913,\N,\N,Comedy,Short
tt0003042,movie,Kleiner Svend und seine Mutter,Kleiner Svend und seine Mutter,0,1913,\N,\N,Drama
tt0003043,short,Knights and Ladies,Knights and Ladies,0,1913,\N,\N,Comedy,Romance,Short
tt0003044,short,Kri Kri e il tango,Kri Kri e il tango,0,1913,\N,4,Short
tt0003045,short,Lady Marions sommarflirt,Lady Marions sommarflirt,0,1913,\N,18,Drama,Short
tt0003046,short,The Lady and the Mouse,The Lady and the Mouse,0,1913,\N,17,Drama,Short
tt0003047,short,The Lady in Black,The Lady in Black,0,1913,\N,\N,Comedy,Short
tt0003048,movie,A Lady of Quality,A Lady of Quality,0,1913,\N,50,Drama
tt0003049,short,The Land Salesman,The Land Salesman,0,1913,\N,\N,Comedy,Short
tt0003050,short,A Landlord's Troubles,A Landlord's Troubles,0,1913,\N,\N,Comedy,Short
tt0003051,movie,Die Landstraße,Die Landstraße,0,1913,\N,\N,\N
tt0003052,short,The Last Blockhouse,The Last Blockhouse,0,1913,\N,\N,Adventure,Short
tt0003053,movie,Laura y sus pretendientes,Laura y sus pretendientes,0,1913,\N,\N,\N
tt0003054,short,The Law and the Outlaw,The Law and the Outlaw,0,1913,\N,39,Short,Western
tt0003055,short,The Law of Humanity,The Law of Humanity,0,1913,\N,\N,Drama,Short
tt0003056,movie,Leah Kleschna,Leah Kleschna,0,1913,\N,\N,Crime,Drama
tt0003057,short,The Left-Handed Man,The Left-Handed Man,0,1913,\N,10,Drama,Short
tt0003058,movie,The Legend of Provence,The Legend of Provence,0,1913,\N,\N,Drama
tt0003059,short,Léonce cinématographiste,Léonce cinématographiste,0,1913,\N,17,Comedy,Short
tt0003060,short,Leonie,Leonie,0,1913,\N,\N,Drama,Short
tt0003061,short,Let No Man Put Asunder,Let No Man Put Asunder,0,1913,\N,\N,Drama,Romance,Short
tt0003062,short,A Letter to Uncle Sam,A Letter to Uncle Sam,0,1913,\N,\N,Comedy,Short
tt0003063,short,Lieutenant Jones,Lieutenant Jones,0,1913,\N,\N,Drama,Short
tt0003064,short,The Life Timer,The Life Timer,0,1913,\N,\N,Short,Western
tt0003065,short,A Life in the Balance,A Life in the Balance,0,1913,\N,10,Comedy,Short
tt0003066,short,The Lifted Veil,The Lifted Veil,0,1914,\N,\N,Drama,Short
tt0003067,short,A Light on Troubled Waters,A Light on Troubled Waters,0,1913,\N,\N,Drama,Short
tt0003068,short,The Lightning Bolt,The Lightning Bolt,0,1913,\N,\N,Drama,Short
tt0003069,short,Lille Klaus og store Klaus,Lille Klaus og store Klaus,0,1913,\N,42,Comedy,Short
tt0003070,movie,The Lipton Cup: Introducing Sir Thomas Lipton,The Lipton Cup: Introducing Sir Thomas Lipton,0,1913,\N,\N,Drama,Sport
tt0003071,short,A Little Child Shall Lead Them,A Little Child Shall Lead Them,0,1913,\N,\N,Drama,Short
tt0003072,short,The Little Church Around the Corner,The Little Church Around the Corner,0,1913,\N,\N,Comedy,Drama,Short
tt0003073,short,A Little Hero,A Little Hero,0,1913,\N,4,Comedy,Short
tt0003074,short,The Little Minister,The Little Minister,0,1913,\N,\N,Drama,Romance,Short
tt0003075,short,The Little Tease,The Little Tease,0,1913,\N,25,Drama,Short
tt0003076,movie,Livets konflikter,Livets konflikter,0,1913,\N,64,Drama
tt0003077,short,Lobster Salad and Milk,Lobster Salad and Milk,0,1913,\N,\N,Comedy,Short
tt0003078,short,Local Color on the A-1 Ranch,Local Color on the A-1 Ranch,0,1916,\N,14,Comedy,Short,Western
tt0003079,short,The Long and Short of It,The Long and Short of It,0,1913,\N,\N,Comedy,Short
tt0003080,short,Longing for a Mother,Longing for a Mother,0,1913,\N,\N,Drama,Short
tt0003081,short,Looking for Trouble,Looking for Trouble,0,1913,\N,\N,Comedy,Drama,Short
tt0003082,short,The Lost Millionaire,The Lost Millionaire,0,1913,\N,\N,Drama,Romance,Short
tt0003083,short,Lost in the Night,Lost in the Night,0,1913,\N,10,Drama,Short
tt0003084,movie,The Lotus Dancer,The Lotus Dancer,0,1913,\N,\N,Drama
tt0003085,short,Love Before Ten,Love Before Ten,0,1913,\N,\N,Comedy,Drama,Short
tt0003086,short,The Love Chase,The Love Chase,0,1913,\N,\N,Drama,Romance,Short
tt0003087,short,Love Laughs at Locksmiths; or, Love Finds a Way,Love Laughs at Locksmiths; or, Love Finds a Way,0,1913,\N,\N,Comedy,Romance,Short
tt0003088,short,Love Sickness at Sea,Love Sickness at Sea,0,1913,\N,\N,Comedy,Short
tt0003089,short,Love and Courage,Love and Courage,0,1913,\N,\N,Comedy,Short
tt0003090,short,Love and Pain,Love and Pain,0,1913,\N,\N,Comedy,Short
tt0003091,short,Love and Rubbish,Love and Rubbish,0,1913,\N,\N,Comedy,Short
tt0003092,short,Love and the Law,Love and the Law,0,1913,\N,\N,Short,Western
tt0003093,short,Love in an Apartment Hotel,Love in an Apartment Hotel,0,1913,\N,17,Drama,Short
tt0003094,short,The Love of Penelope,The Love of Penelope,0,1913,\N,\N,Drama,Romance,Short
tt0003095,short,Love vs. Law,Love vs. Law,0,1913,\N,\N,Drama,Short
tt0003096,short,Love's Sunset,Love's Sunset,0,1913,\N,\N,Drama,Short
tt0003097,short,Lovers Three,Lovers Three,0,1913,\N,\N,Comedy,Romance,Short
tt0003098,movie,The Lure of New York,The Lure of New York,0,1913,\N,\N,Drama
tt0003099,short,The Lure of the Stage,The Lure of the Stage,0,1913,\N,10,Drama,Short
tt0003100,movie,La luz que vuelve,La luz que vuelve,0,1913,\N,\N,\N
tt0003101,short,Löjen och tårar,Löjen och tårar,0,1913,\N,33,Drama,Short
tt0003102,movie,Love Everlasting,Ma l'amor mio non muore...,0,1914,\N,90,Drama
tt0003103,short,Mabel's Awful Mistake,Mabel's Awful Mistake,0,1913,\N,\N,Comedy,Short
tt0003104,short,Mabel's Dramatic Career,Mabel's Dramatic Career,0,1913,\N,14,Comedy,Short
tt0003105,short,Mabel's Heroes,Mabel's Heroes,0,1913,\N,\N,Comedy,Short
tt0003106,short,Mabel's New Hero,Mabel's New Hero,0,1913,\N,10,Comedy,Short
tt0003107,short,Mabel's Stormy Love Affair,Mabel's Stormy Love Affair,0,1914,\N,\N,Comedy,Short
tt0003108,movie,Macbeth,Macbeth,0,1913,\N,50,Crime,Drama
tt0003109,short,Made a Coward,Made a Coward,0,1913,\N,10,Short,Western
tt0003110,short,Mademoiselle 100 millions,Mademoiselle 100 millions,0,1913,\N,\N,Crime,Drama,Short
tt0003111,short,Madonna of the Storm,Madonna of the Storm,0,1913,\N,10,Drama,Short
tt0003112,short,The Making of Broncho Billy,The Making of Broncho Billy,0,1913,\N,9,Short,Western
tt0003113,movie,Mala raza,Mala raza,0,1913,\N,101,\N
tt0003114,short,The Man Next Door,The Man Next Door,0,1913,\N,\N,Comedy,Short
tt0003115,short,Man and Woman,Man and Woman,0,1913,\N,\N,Drama,Short
tt0003116,movie,The Man from the Golden West,The Man from the Golden West,0,1913,\N,\N,Western
tt0003117,short,Man's Duty,Man's Duty,0,1913,\N,10,Drama,Short,Western
tt0003118,short,The Manicure Girl,The Manicure Girl,0,1913,\N,\N,Comedy,Short
tt0003119,short,Mannekängen,Mannekängen,0,1913,\N,\N,Comedy,Short
tt0003120,short,The Mansion of Misery,The Mansion of Misery,0,1913,\N,\N,Drama,Romance,Short
tt0003121,short,Margarita and the Mission Funds,Margarita and the Mission Funds,0,1913,\N,\N,Drama,Romance,Short
tt0003122,short,Maria Marten, or: The Murder in the Red Barn,Maria Marten, or: The Murder in the Red Barn,0,1913,\N,\N,Drama,Short
tt0003123,short,Maria's Sacrifice,Maria's Sacrifice,0,1914,\N,\N,Drama,Short
tt0003124,movie,Los marinos de papel,Los marinos de papel,0,1913,\N,\N,\N
tt0003125,short,Marrying Sue,Marrying Sue,0,1914,\N,\N,Comedy,Short
tt0003126,short,The Marshal's Capture,The Marshal's Capture,0,1913,\N,10,Short,Western
tt0003127,short,Mary Stuart,Mary Stuart,0,1913,\N,\N,Drama,Short
tt0003128,short,Mary's Romance,Mary's Romance,0,1913,\N,\N,Comedy,Romance,Short
tt0003129,short,The Masquerade,The Masquerade,0,1913,\N,\N,Animation,Short
tt0003130,short,The Matrimonial Agency,The Matrimonial Agency,0,1913,\N,\N,Animation,Short
tt0003131,movie,War Is Hell,Maudite soit la guerre,0,1914,\N,50,Drama,War
tt0003132,short,Max virtuose,Max virtuose,0,1913,\N,\N,Comedy,Short
tt0003133,short,De medeminaars,De medeminaars,0,1913,\N,12,Short
tt0003134,short,The Powder Flash of Death,The Powder Flash of Death,0,1913,\N,10,Drama,Romance,Short
tt0003135,short,Mental Suicide,Mental Suicide,0,1913,\N,20,Drama,Short
tt0003136,short,Mercy Merrick,Mercy Merrick,0,1913,\N,\N,Drama,Short
tt0003137,short,The Merry Milkmaid,The Merry Milkmaid,0,1913,\N,\N,Animation,Short
tt0003138,short,The Mexican Problem,The Mexican Problem,0,1913,\N,\N,Animation,Short
tt0003139,movie,Mexican War Pictures,Mexican War Pictures,0,1913,\N,\N,Documentary
tt0003140,movie,Mexican War Pictures,Mexican War Pictures,0,1913,\N,\N,Documentary
tt0003141,short,The Midget's Revenge,The Midget's Revenge,0,1913,\N,\N,Comedy,Short
tt0003142,short,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1913,\N,22,Short
tt0003143,movie,Mijntje en Trijntje,Mijntje en Trijntje,0,1913,\N,\N,\N
tt0003144,short,Mike and Jake Among the Cannibals,Mike and Jake Among the Cannibals,0,1913,\N,10,Comedy,Short
tt0003145,short,Mike and Jake at the Beach,Mike and Jake at the Beach,0,1913,\N,10,Comedy,Short
tt0003146,short,Mike and Jake in Society,Mike and Jake in Society,0,1913,\N,10,Comedy,Short
tt0003147,short,Mike and Jake in the Wild, Wild West,Mike and Jake in the Wild, Wild West,0,1913,\N,10,Comedy,Short
tt0003148,short,Milk,Milk,0,1913,\N,\N,Animation,Short
tt0003149,short,The Minister's Temptation,The Minister's Temptation,0,1913,\N,\N,Drama,Short
tt0003150,movie,Miraklet,Miraklet,0,1913,\N,100,Drama
tt0003151,short,The Mirror,The Mirror,0,1913,\N,\N,Drama,Short
tt0003152,short,A Misappropriated Turkey,A Misappropriated Turkey,0,1913,\N,17,Drama,Short
tt0003153,short,Misplaced Love,Misplaced Love,0,1913,\N,\N,Drama,Romance,Short
tt0003154,short,Miss Mischief,Miss Mischief,0,1913,\N,\N,Comedy,Short
tt0003155,short,The Missing Bonds,The Missing Bonds,0,1913,\N,\N,Crime,Drama,Short
tt0003156,short,The Mistake,The Mistake,0,1913,\N,17,Drama,Short
tt0003157,short,The Mistaken Masher,The Mistaken Masher,0,1913,\N,\N,Comedy,Short
tt0003158,short,A Misunderstood Boy,A Misunderstood Boy,0,1913,\N,17,Drama,Short
tt0003159,movie,Les Misérables, Part 2: Fantine,Les misérables - Époque 2: Fantine,0,1913,\N,300,Drama
tt0003160,movie,El modelo de virtudes,El modelo de virtudes,0,1913,\N,\N,\N
tt0003161,short,A Modern Snare,A Modern Snare,0,1913,\N,\N,Drama,Short,Western
tt0003162,short,Den moderna suffragetten,Den moderna suffragetten,0,1913,\N,25,Drama,Short
tt0003163,short,A Modest Hero,A Modest Hero,0,1913,\N,10,Drama,Short
tt0003164,short,The Death of Saul,La mort de Saül,0,1912,\N,12,Drama,Short
tt0003165,movie,Fantômas: The Dead Man Who Killed,Le mort qui tue,0,1913,\N,90,Crime,Drama,Mystery
tt0003166,short,The Mosquito,The Mosquito,0,1913,\N,\N,Animation,Short
tt0003167,movie,Home, Sweet Home,Home, Sweet Home,0,1914,\N,55,Drama
tt0003168,short,Mother's Boy,Mother's Boy,0,1913,\N,\N,Comedy,Short
tt0003169,short,Mother's Lazy Boy,Mother's Lazy Boy,0,1913,\N,\N,Comedy,Short
tt0003170,short,The Mothering Heart,The Mothering Heart,0,1913,\N,29,Drama,Short
tt0003171,movie,Moths,Moths,0,1913,\N,\N,Drama
tt0003172,short,The Moulding,The Moulding,0,1913,\N,\N,Drama,Romance,Short
tt0003173,short,The Mountaineers,The Mountaineers,0,1913,\N,\N,Drama,Short
tt0003174,short,Much Ado About Nothing,Much Ado About Nothing,0,1913,\N,\N,Comedy,Short
tt0003175,short,Muchly Engaged,Muchly Engaged,0,1913,\N,\N,Comedy,Short
tt0003176,short,A Muddle in Horse Thieves,A Muddle in Horse Thieves,0,1913,\N,\N,Comedy,Short,Western
tt0003177,short,A Muddy Romance,A Muddy Romance,0,1913,\N,11,Comedy,Short
tt0003178,short,Murphy's I.O.U.,Murphy's I.O.U.,0,1913,\N,\N,Comedy,Short
tt0003179,short,Mutt Puts One Over,Mutt Puts One Over,0,1913,\N,\N,Animation,Short
tt0003180,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003181,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003182,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003183,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003184,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003185,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003186,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003187,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003188,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003189,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003190,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003191,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003192,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003193,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003194,short,Mutt and Jeff,Mutt and Jeff,0,1913,\N,\N,Animation,Short
tt0003195,short,Mutt and Jeff in Constantinople,Mutt and Jeff in Constantinople,0,1913,\N,\N,Animation,Short
tt0003196,short,Mutt and Jeff at Sea: Part 1,Mutt and Jeff at Sea: Part 1,0,1913,\N,\N,Animation,Short
